kag_master_name,kag_master_artist,kag_master_genre,kag_master_daneceability,kag_master_energy,kag_master_key,kag_master_loudness,kag_master_mode,kag_master_speechiness,kag_master_acousticness,kag_master_instrumentalness,kag_master_liveness,kag_master_valence,kag_master_tempo,kag_master_pop,kag_master_spotify_id,kag_master_release_date,kag_master_year
那陣時不知道,my little airport,cantopop,0.613,0.21,5,-15.309,1,0.0309,0.769,0.000477,0.139,0.268,132.035,1,5dHDpwbX3TnK42Fu7x6jaP,2021-08-30,2021
無條件,Eason Chan,cantopop,0.646,0.37,0,-10.98,1,0.0351,0.825,5.17e-06,0.09,0.465,129.914,1,1ccNLIJMQxsTleaULYWwZD,2015-07-10,2015
QUEEN,my little airport,cantopop,0.453,0.38,7,-13.896,1,0.0422,0.699,0.0136,0.145,0.396,178.211,1,5PimlePLQd8xdf7uKccHqS,2021-08-30,2021
麥記最後一夜,my little airport,cantopop,0.544,0.389,0,-9.989,1,0.0348,0.778,0.202,0.109,0.457,144.979,1,10EJ7YEDERnYUxTdFWmrWQ,2016-09-30,2016
九龍公園游泳池,my little airport,cantopop,0.472,0.344,11,-8.849,1,0.0322,0.348,0.00032,0.0958,0.583,171.77,1,15HvSoZZQfbOlJ2UAM69Vx,2011-01-01,2011
喫煙席,my little airport,cantopop,0.569,0.261,0,-13.836,1,0.0362,0.76,0.000749,0.136,0.232,113.186,1,3eT4GvkE7uzp9hdYxc4So2,2021-08-30,2021
因講了出來,my little airport,cantopop,0.606,0.361,9,-12.514,1,0.0299,0.597,0.000734,0.142,0.635,104.995,1,4AueyrUkD7CuzvtUbhYH8I,2021-08-30,2021
love disabled,my little airport,cantopop,0.597,0.525,0,-10.269,1,0.0448,0.525,0.000411,0.112,0.638,113.928,1,5zGDzghkldUaTGFMbxDFtk,2014-01-01,2014
宋代SAD BOY,my little airport,cantopop,0.566,0.413,7,-13.556,1,0.0568,0.733,0.0599,0.0951,0.523,129.999,1,7uo5PgFlHaRpdigxdzP0i7,2021-08-30,2021
SABINA之淚,my little airport,cantopop,0.551,0.346,5,-14.207,1,0.0329,0.601,0.0131,0.107,0.459,159.929,1,0bVAhqMaAOEqF9ZmpBXdII,2021-08-30,2021
K同學,my little airport,cantopop,0.629,0.257,8,-13.329,0,0.0442,0.861,1.26e-06,0.18,0.374,77.524,1,2QOMOEdrKdYjTJVi7aGIyG,2021-08-30,2021
西湖沒有中秋,my little airport,cantopop,0.616,0.211,9,-15.809,1,0.0287,0.759,0.0965,0.302,0.503,138.066,1,12095GlriCNhVCbJV30vKw,2018-01-01,2018
驗孕的下晝,my little airport,cantopop,0.672,0.351,7,-9.991,0,0.0368,0.744,0.0015,0.0791,0.721,85.28,1,0hUCOkpH3V28JChX2tiHY8,2016-09-30,2016
德州之戀,my little airport,cantopop,0.611,0.511,7,-12.077,0,0.0498,0.511,0.413,0.114,0.652,122.023,1,166JRCRhVhctXfAj3IRwtc,2022-10-17,2022
土瓜灣情歌,my little airport,cantopop,0.315,0.411,0,-9.643,1,0.033,0.877,0.236,0.164,0.483,144.236,1,1hnWusq6OGMuRsKvcmFLl8,2014-01-01,2014
八點零五分,my little airport,cantopop,0.449,0.439,2,-11.719,0,0.0264,0.338,0.441,0.238,0.144,150.257,1,5CoYuqXOp6ls2SzSsHCBM4,2022-10-17,2022
Hey Hey Baby,my little airport,cantopop,0.581,0.457,9,-13.459,1,0.0327,0.383,0.00333,0.0999,0.67,89.983,1,2Mh7XNWkAXgEjBXSskgUyD,2018-01-01,2018
某夜後台,my little airport,cantopop,0.525,0.504,5,-11.539,0,0.0259,0.229,0.0333,0.128,0.555,80.002,1,7nHQMSRzvcv9nxp2TmIdtV,2022-10-17,2022
不要把冬天衫放回衣櫃,my little airport,cantopop,0.39,0.629,9,-9.173,1,0.032,0.134,0.000115,0.108,0.404,177.003,1,2NmGfvtRSYdxUOeJDtf8VN,2022-10-17,2022
循環的夜,my little airport,cantopop,0.553,0.536,10,-10.174,1,0.0295,0.00199,0.419,0.0882,0.748,133.994,1,47jGYuKiZdYnRvnHTI1vYH,2022-10-17,2022
美麗新香港,my little airport,cantopop,0.475,0.831,9,-8.519,1,0.0516,0.591,4.17e-05,0.201,0.812,151.581,1,1RypDSO83ZC6h8zduoPrvB,2014-01-01,2014
憂傷的嫖客,my little airport,cantopop,0.595,0.405,9,-9.945,1,0.0298,0.315,0.0426,0.108,0.464,108.051,1,0SufgKHlxmtDSk30hdPWwz,2012-10-01,2012
如愿,Faye Wong,cantopop,0.545,0.316,6,-9.449,0,0.0314,0.614,5.85e-06,0.0896,0.0978,132.882,1,4x9retP0JqKa35zZZhNhNS,2021-10-29,2021
我不適合聚會,my little airport,cantopop,0.549,0.399,9,-11.795,0,0.0281,0.399,0.043,0.101,0.3,119.082,1,7kUMzPwkWFGI26b10nDQax,2022-10-17,2022
孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,cantopop,0.615,0.535,8,-6.847,0,0.032,0.63,0.0,0.0907,0.293,130.025,1,6akVETVeqqPVvuBS5e0EB1,2021-12-07,2021
每次你走的時分 - Live,my little airport,cantopop,0.517,0.639,11,-10.189,0,0.0343,0.00255,0.000596,0.844,0.551,133.316,1,0Uhw1AbQlqT2VAAYqbI2IY,2022-03-28,2022
海闊天空,Beyond,cantopop,0.311,0.311,5,-11.516,1,0.0323,0.69,0.0,0.195,0.369,76.951,1,77uktQePd9IdeMPVWlu1cO,1992-07-31,1992
人類不宜飛行,Dear Jane,cantopop,0.445,0.783,7,-4.879,0,0.0317,0.245,0.0,0.144,0.347,135.981,1,73889xyvOm67A8KZQppfhR,2023-07-06,2023
好久不見,Eason Chan,cantopop,0.312,0.242,0,-14.149,1,0.0327,0.772,0.00454,0.184,0.113,114.469,1,7LHaRfgjJzOEzvnAZVxxtR,2007-01-01,2007
特別的人,Khalil Fong,cantopop,0.563,0.488,11,-7.314,1,0.0349,0.332,0.0,0.187,0.262,139.987,1,0VTzUEuHYD8s7CgQ15cDPo,2014-04-11,2014
今夜雪糕,my little airport,cantopop,0.664,0.349,7,-13.727,0,0.032,0.619,0.32,0.217,0.462,120.987,1,475bkJocC02O9MQHiRfQsO,2021-08-30,2021
獨身的理由,my little airport,cantopop,0.591,0.456,11,-9.604,1,0.0449,0.738,0.1,0.373,0.518,124.012,1,6M8fTurR9tbxRnThSZA3vK,2016-09-30,2016
只收一半,my little airport,cantopop,0.604,0.31,0,-15.718,0,0.04,0.68,0.145,0.455,0.552,131.639,1,4rtBWaUKppPfnOjH1sehyt,2021-08-30,2021
你說之後會找我,my little airport,cantopop,0.558,0.275,0,-14.501,1,0.0309,0.849,0.000901,0.395,0.475,80.009,1,3Mh5cDZsYRljE11BQM7u0J,2018-01-01,2018
20GB,my little airport,cantopop,0.658,0.318,9,-13.652,0,0.0511,0.806,8.76e-05,0.105,0.518,123.834,1,7rdj6TWqy9HOLS0suvco5R,2021-08-30,2021
再殺一個人,my little airport,cantopop,0.612,0.411,9,-12.834,1,0.0694,0.331,0.00338,0.335,0.588,155.956,1,62Ltx0EJu4imX70bx6icRb,2018-01-01,2018
散步之年,my little airport,cantopop,0.636,0.305,0,-15.369,1,0.0392,0.658,0.204,0.0967,0.41,114.967,1,33jIOBC0DaJNGzyLQxD41f,2021-08-30,2021
愛情轉移(國),Eason Chan,cantopop,0.479,0.481,5,-8.072,1,0.0309,0.709,0.0,0.48,0.357,105.255,1,,,None
淘汰,Eason Chan,cantopop,0.512,0.551,9,-5.483,1,0.0295,0.192,0.0,0.302,0.206,117.978,1,3aawXLnJpcDVXCl1UUksAW,2007-01-01,2007
回到中學的暑假,my little airport,cantopop,0.749,0.43,7,-10.571,1,0.0295,0.552,0.0294,0.232,0.81,116.049,1,10ynkj94jVKnQ31hABnc9Y,2012-10-01,2012
少女的祈禱,Miriam Yeung,cantopop,0.574,0.427,4,-7.818,1,0.0483,0.553,0.0,0.101,0.197,121.597,1,2rFFJqPjLbdcJFbBayR2pM,2013-07-01,2013
失落沮喪歌,my little airport,cantopop,0.64,0.835,2,-6.557,1,0.0259,0.00221,0.0403,0.0832,0.621,98.974,1,3K0JVvLb44T6LaZJghKjLN,2005-09-01,2005
你叫我譯一首德國歌詞,my little airport,cantopop,0.491,0.355,9,-14.066,1,0.0331,0.404,0.0426,0.388,0.43,134.0,1,4bpyDBROAFaXmL2roHP3Mp,2018-01-01,2018
追光者 (電視劇《夏至未至》插曲),Yoyo Sham,cantopop,0.538,0.333,11,-9.166,1,0.0298,0.714,0.000766,0.146,0.275,72.063,1,0F4IKZU7I3tWXyJIlqhtqU,2017-06-19,2017
忽然之間,Karen Mok,cantopop,0.73,0.335,2,-10.13,1,0.0405,0.674,0.0,0.177,0.332,138.075,1,1VY48jCBWuapKl0N5MXoJD,1999-12-16,1999
Wonderful U,AGA,cantopop,0.557,0.436,6,-8.569,1,0.0676,0.809,0.0,0.151,0.246,179.997,1,2eSNpIOFoi1Q8wxw6CycXJ,2016-03-14,2016
家明,Kay Tse,cantopop,0.282,0.493,5,-7.413,1,0.0435,0.434,0.0,0.118,0.39,206.818,1,0uodPU7TAUquwBlY6yT4Qx,2014-09-29,2014
I'm Still Loving You,Shiga Lin,cantopop,0.398,0.4,11,-7.666,1,0.0328,0.452,0.0,0.125,0.322,134.435,1,3hQMinHJdNl43xZ39GBz0N,2012-11-27,2012
獨家記憶,Jordan Chan,cantopop,0.486,0.506,6,-7.967,1,0.0343,0.586,0.0,0.0841,0.485,79.914,1,3cSHn8YDBsq4Tlc4RXKSUe,2008-01-01,2008
燕,my little airport,cantopop,0.498,0.186,9,-16.167,1,0.046,0.883,0.0124,0.116,0.201,111.394,1,7sc9aBvl7UIM6UlefpkZIg,2021-08-30,2021
俏郎君,Hins Cheung,cantopop,0.611,0.411,11,-7.278,1,0.036,0.633,0.0,0.116,0.391,123.728,1,4ckh5VN2HYQ8TzS51Nh7ol,2021-01-07,2021
記得,Terence Lam,cantopop,0.405,0.128,5,-17.609,1,0.0332,0.942,0.000303,0.109,0.365,137.936,1,2i40AXmoYGkzzW3C3OUoG6,2022-08-12,2022
匆匆那年,Faye Wong,cantopop,0.547,0.343,10,-10.475,0,0.0301,0.954,0.00112,0.113,0.401,127.977,1,3z4leqkfSaXQPAyGwQruTe,2014-11-07,2014
明天不要賴床 Baby,my little airport,cantopop,0.676,0.515,5,-9.725,1,0.0442,0.374,3.38e-05,0.0904,0.656,122.014,1,0dX2A0GGoEv9BC5oFN7QFq,2016-09-30,2016
今天沒大麻在身,my little airport,cantopop,0.501,0.655,7,-8.164,1,0.0936,0.293,0.101,0.107,0.942,192.968,1,0gnXIwujywQuC49rsA3db2,2016-09-30,2016
彌敦道的一晚good trip,my little airport,cantopop,0.602,0.545,9,-13.846,1,0.0399,0.0814,0.0344,0.104,0.312,147.898,1,50hn4fqTszZ8ln0DdgcNDH,2018-01-01,2018
年輕的茶餐廳老闆娘,my little airport,cantopop,0.476,0.418,0,-11.178,1,0.0362,0.666,0.00023,0.137,0.581,155.994,1,033TgVvN3GEVnS7nHYK8SS,2014-01-01,2014
今夜到干諾道中一起瞓,my little airport,cantopop,0.739,0.552,2,-7.678,1,0.0371,0.698,0.0366,0.0718,0.84,140.042,1,7oWRwMlEhJkuun1bnY3Chk,2016-09-30,2016
五點鐘去天光墟,my little airport,cantopop,0.435,0.506,9,-10.406,1,0.0444,0.809,0.0184,0.123,0.642,71.961,1,4PAMZVKThcAuOoR66Gz7xz,2014-01-01,2014
說散就散,JC 陳詠桐,cantopop,0.507,0.627,2,-6.804,1,0.125,0.556,0.0,0.229,0.371,139.68,1,2XFrRuy9Gpu4GuYHTNeHiC,2019-11-29,2019
介乎法國與旺角的詩意,my little airport,cantopop,0.482,0.421,7,-10.294,1,0.0526,0.171,0.0586,0.217,0.594,139.424,1,0vl9OnzAjW3lsycjj7QPhK,2009-11-01,2009
陀飛輪,Eason Chan,cantopop,0.544,0.309,0,-8.7,1,0.0349,0.936,0.0,0.115,0.376,134.277,1,76pNeP7u9pRUcehAGYEZvG,2012-01-01,2012
迷人的頸巾,my little airport,cantopop,0.662,0.546,5,-7.984,1,0.0329,0.0994,0.0531,0.0895,0.906,114.007,1,1scDJvLnkQj8k1EMcj1Gi2,2011-01-01,2011
以為和你熟,my little airport,cantopop,0.657,0.196,8,-15.281,1,0.0441,0.737,0.329,0.0929,0.298,112.147,1,4rJXAegtB5cD9eLViX24uo,2018-01-01,2018
廣州足浴一夜,my little airport,cantopop,0.632,0.354,5,-9.648,1,0.0285,0.726,0.0776,0.0871,0.323,113.068,1,4QwpHHbsFbBq248fcsnyvZ,2012-10-01,2012
勞斯.萊斯,Denise Ho,cantopop,0.46,0.364,8,-7.953,1,0.0294,0.321,0.0,0.0983,0.367,131.992,1,37JJeZrHX3fsk2sdCkdiMN,2005,2005
奇洛李維斯回信,Fiona Sit,cantopop,0.734,0.524,1,-8.971,1,0.028,0.551,3.28e-06,0.115,0.562,118.012,1,4AWVRxsHhLlLPtKuXvnprw,2004-04-08,2004
只因當時太緊張,my little airport,cantopop,0.47,0.738,1,-6.569,1,0.032,0.00407,0.0,0.214,0.583,140.053,1,20Dkazjtm6YIzQ0n3Dkfhh,2005-09-01,2005
讓我搭一班會爆炸的飛機,my little airport,cantopop,0.375,0.774,0,-6.534,1,0.0325,0.00145,0.0,0.0848,0.773,121.254,1,4jeJIw8nPdUiqBYiWRIP3g,2007-06-12,2007
我們 - 《後來的我們》電影主題曲,Eason Chan,cantopop,0.355,0.0962,9,-14.729,1,0.0395,0.956,1.76e-05,0.0866,0.201,144.58,1,0Uf0SvwUrf02ucIt1d0Wos,2018-04-10,2018
樹木真美,Serrini,cantopop,0.587,0.638,1,-4.205,1,0.0316,0.456,0.0,0.103,0.269,139.996,1,3V62hqp8AIqkSfr8Ys2lzP,2022-06-24,2022
"我可以被這個世界淘汰,但不可以被世界擊敗",Kay Tse,cantopop,0.665,0.254,0,-12.221,1,0.0295,0.624,0.00223,0.177,0.401,115.006,1,06SVExglFy0GOh3E5djqgm,2014-09-29,2014
賽勒斯的愛,Hins Cheung,cantopop,0.497,0.426,3,-8.605,1,0.0318,0.552,0.0,0.254,0.335,139.577,1,7wDHnKKyw7GSw9ihEHTXm3,2022-05-12,2022
蜚蜚,Sita Chan,cantopop,0.312,0.381,0,-8.935,0,0.0351,0.72,0.0,0.0854,0.189,145.653,1,5LauAY4lEriiCul4br4Hz6,2012-12-19,2012
任我行,Eason Chan,cantopop,0.417,0.375,5,-11.861,1,0.0344,0.766,2.41e-05,0.133,0.464,130.416,1,63Awy6tiUUsbuLRnpPlS5I,2013-07-22,2013
QUEEN - Live,my little airport,cantopop,0.484,0.457,7,-12.104,1,0.0348,0.446,0.00252,0.892,0.406,81.381,1,5pMr3ipuLB1z2QkfKGlkGS,2022-03-28,2022
相依為命,Jordan Chan,cantopop,0.505,0.434,11,-8.439,1,0.0361,0.442,0.0,0.126,0.342,133.12,1,4iWvmSCZ0vw3darzWc1qkX,2008-09-25,2008
某種老朋友,Terence Lam,cantopop,0.363,0.393,8,-12.848,0,0.0507,0.918,0.00641,0.113,0.407,143.865,1,4c9hHw1PUYXHfKFASXo8H0,2022-02-17,2022
Nothing's gonna change my love for you,Khalil Fong,cantopop,0.631,0.514,0,-9.457,1,0.0307,0.374,6.14e-06,0.09,0.385,131.499,1,20WIExWA0CPJ92x9jm7hNR,2009-08-11,2009
"不相信別人 - 劇集 ""刑偵日記"" 片尾曲",HANA,cantopop,0.681,0.453,3,-6.875,0,0.0338,0.734,0.0,0.112,0.36,123.934,1,7yVdE8ltZKzXTXwEcVILGZ,2021-06-28,2021
火炭麗琪,my little airport,cantopop,0.385,0.548,7,-7.208,1,0.0308,0.51,0.136,0.102,0.415,145.109,1,7h6tPEEC34Fqqxq3t2xSLS,2016-09-30,2016
三人遊,Khalil Fong,cantopop,0.478,0.389,0,-10.006,1,0.0493,0.704,0.0,0.232,0.446,128.202,1,0ZkoOzNcWkxXaeWzuBFWPU,2008-12-19,2008
銀河修理員,Dear Jane,cantopop,0.425,0.792,7,-5.252,1,0.0505,0.319,0.0,0.128,0.367,140.007,1,0pupuSkMBGpzsqG3fWcyPe,2020-12-03,2020
親愛的瑪嘉烈,Anthony Wong,cantopop,0.444,0.651,10,-6.048,1,0.029,0.208,3.13e-06,0.117,0.381,171.9,1,0yggnuPx7yrL3iKPNQaebe,2013-04-29,2013
漩渦,Cass Phang,cantopop,0.721,0.519,8,-11.936,1,0.181,0.47,9.75e-05,0.385,0.419,122.926,1,6wvknxG5TtTi2n9ESlJE1l,2000-08-21,2000
下亞厘畢道,my little airport,cantopop,0.793,0.318,7,-9.819,1,0.0768,0.575,0.000861,0.116,0.652,137.183,1,1iIFrkPdNSvYz8XIXmSJoY,2016-09-30,2016
rm1210,my little airport,cantopop,0.606,0.473,10,-10.077,1,0.0374,0.801,0.000839,0.0979,0.209,97.594,1,3UaA8quROwp4sHm8HN5DSw,2011-01-01,2011
還原淚,Kaho Hung,cantopop,0.427,0.444,1,-7.045,1,0.0287,0.685,0.0,0.112,0.595,150.256,1,4knMu3Cbg277Di6oEkpeRA,2022-10-05,2022
牛頭角青年,my little airport,cantopop,0.528,0.503,9,-9.457,1,0.0305,0.0332,0.111,0.105,0.469,129.079,1,5WLWoeTPvgd8IWKKp3viXs,2012-10-01,2012
今晚講嘢夜唔夜,my little airport,cantopop,0.498,0.393,0,-10.855,1,0.0322,0.869,0.000614,0.151,0.561,140.95,1,2ZwV2OedvG1fgFff1yunrs,2014-01-01,2014
我在暗中儲首期,my little airport,cantopop,0.584,0.489,9,-10.64,1,0.0308,0.572,0.00141,0.196,0.755,115.859,1,4zZTLMDAFxqNJJRbEtbPVE,2014-01-01,2014
給親戚看見我一個人食吉野家,my little airport,cantopop,0.673,0.434,9,-11.008,0,0.0292,0.744,0.000111,0.125,0.858,94.544,1,1k7askm0LAgXVquR5EpXL6,2014-01-01,2014
京都民宿夜,my little airport,cantopop,0.576,0.527,0,-10.013,1,0.0293,0.565,0.000676,0.166,0.559,79.311,1,0Tnqg6PR52IJ6YYDohEV42,2014-01-01,2014
癡情司,Denise Ho,cantopop,0.27,0.241,8,-11.415,1,0.031,0.768,2.46e-06,0.0628,0.312,174.29,1,5DJ8ybuxuscf0L1TeujGJU,2011-01-01,2011
思覺失調,Wilfred Lau,cantopop,0.627,0.409,8,-7.355,1,0.0291,0.66,0.0,0.181,0.381,135.989,1,3H9gYJcdtqeUiM8WX8YrZz,2004-01-01,2004
"Victor, Fly Me to Stafford",my little airport,cantopop,0.622,0.524,9,-7.626,0,0.0282,0.693,0.00263,0.094,0.733,152.972,1,3MNFiVcKOPlcvXcx9EHdpE,2004-08-01,2004
讓我搭一班會爆炸的飛機 - Live,my little airport,cantopop,0.423,0.81,0,-8.393,1,0.0402,0.000535,0.000122,0.689,0.429,128.384,1,1w2b6DVi09tsNTKQydOvKw,2022-03-28,2022
好得很,Keeva Mak,cantopop,0.553,0.52,8,-7.261,1,0.0306,0.78,2.95e-06,0.131,0.523,114.059,1,3jpyXrCBJQvEb1OTxXcnKj,2013-01-01,2013
獨家村,Kay Tse,cantopop,0.644,0.49,0,-7.269,1,0.0331,0.781,0.0,0.134,0.447,116.027,1,0FlQr1kPj50rAee1kJjk5p,2014-09-29,2014
留下來的人,C AllStar,cantopop,0.402,0.435,1,-8.005,1,0.0341,0.504,0.0,0.0866,0.35,157.204,1,0NaXXkY7Lss2VF3sYISJXG,2021-11-26,2021
戲劇人生,Johnny Ip,cantopop,0.562,0.381,9,-17.097,0,0.0478,0.514,6.27e-06,0.11,0.363,77.95,1,7w7J0XC1vi5bsarWet98PV,1980-01-01,1980
至少還有你,Sandy Lam,cantopop,0.479,0.542,4,-5.588,1,0.0322,0.531,5.19e-06,0.137,0.347,124.692,1,0fGM6yMJ1swPXt5NI0GCdl,2000,2000
天梯,C AllStar,cantopop,0.679,0.444,2,-6.88,1,0.0376,0.679,0.0,0.0774,0.413,121.834,1,6hj8n3puSrVaEnKQa6hbWK,2011-01-01,2011
一言為定,Leon Lai,cantopop,0.495,0.373,1,-8.493,1,0.0288,0.728,5.43e-06,0.161,0.367,134.977,1,1CJKa6pClBBSnN8LeAfgFv,2005-01-21,2005
在空中的這一秒,Terence Lam,cantopop,0.563,0.491,3,-8.256,1,0.0332,0.589,0.0,0.108,0.331,91.071,1,5st8nBxaC9GX6Dl3VMXTbM,2021-12-03,2021
一人之境 in C major,Terence Lam,cantopop,0.711,0.315,0,-11.211,1,0.034,0.742,0.0,0.121,0.232,122.052,1,32QnXosZq7A11knnBAEqk7,2020-10-01,2020
雨中的戀人們,Christopher Wong,cantopop,0.697,0.497,6,-8.396,0,0.0274,0.393,0.000137,0.0998,0.307,128.974,1,5ZZUeqoDrKOZs0YAsFF7pR,1992-01-01,1992
milan,my little airport,cantopop,0.407,0.307,4,-11.93,1,0.163,0.783,0.000432,0.0747,0.286,174.51,1,2qZREisw5C5yCvoLHZx29a,2011-01-01,2011
是但求其愛,Eason Chan,cantopop,0.326,0.272,6,-9.536,1,0.0434,0.94,0.00337,0.301,0.253,181.863,1,4IkQXb1IdIziAJmO3FODo7,2020-11-19,2020
劃火柴,Daniel Chan,cantopop,0.545,0.53,6,-8.063,1,0.0264,0.464,0.0,0.311,0.426,136.023,1,14coUnNtseR1i4qRQMtuoP,2002-01-01,2002
"你是浪子,別泊岸",my little airport,cantopop,0.708,0.631,3,-8.388,1,0.0408,0.176,0.000383,0.104,0.503,102.987,1,7k9AmZW468oEmybcAkPzNq,2011-01-01,2011
西西弗斯之歌,my little airport,cantopop,0.617,0.527,8,-7.372,1,0.0449,0.129,0.0,0.0903,0.959,116.014,1,4TIZrvMMRuS6gYKa6mmAIc,2011-01-01,2011
春天在車廂裡,my little airport,cantopop,0.437,0.358,11,-10.798,1,0.0314,0.259,0.000185,0.156,0.512,144.905,1,7ykVHZCUX6nWLl6neiWXwZ,2005-09-01,2005
沖繩流浪貓,my little airport,cantopop,0.609,0.251,9,-15.696,1,0.0316,0.85,0.0371,0.0947,0.304,85.0,1,7rQQ4NeWfkLIGwyFNLRXbJ,2018-01-01,2018
遇到了,Mr.,cantopop,0.385,0.456,6,-9.695,1,0.031,0.746,0.0,0.102,0.381,184.011,1,34k6CVL2I0f9pTMwgzV8cH,2009-01-01,2009
到此為止,Shiga Lin,cantopop,0.566,0.292,8,-11.589,1,0.0312,0.621,4.05e-06,0.152,0.396,135.818,1,0hKkGlDhaef5OPrXfc8Idx,2012-11-27,2012
東京人壽,Joey Yung,cantopop,0.451,0.813,3,-4.939,1,0.0506,0.198,0.0,0.332,0.341,142.14,1,1qc9E4zCJ5utXDQVIAZlkm,2020-11-25,2020
"柯德莉,關於風景",my little airport,cantopop,0.716,0.329,9,-12.584,1,0.037,0.402,0.00185,0.086,0.434,124.644,1,4saeFbTlCs7QBSNMXzt4D7,2004-08-01,2004
"給自己的情書 - ""笑忘書""廣東版",Faye Wong,cantopop,0.554,0.326,9,-10.702,0,0.0361,0.902,1.39e-05,0.129,0.251,125.844,1,3uun1e8SPD4GjWsIwwu8ai,2000-10-20,2000
分分鐘需要你,Sandy Lam,cantopop,0.791,0.269,9,-17.08,1,0.037,0.776,0.000202,0.124,0.591,110.017,1,0Ai604igwEqoW2CUzQwF0y,2016-05-16,2016
"暗湧 - 電影""愈快樂愈墮落""歌曲",Anthony Wong,cantopop,0.406,0.626,0,-6.651,0,0.0341,0.0917,0.00424,0.315,0.442,80.889,1,51qJSDTQiyP2BNsAKRcRo2,2003-10-30,2003
紅豆,Khalil Fong,cantopop,0.484,0.248,6,-13.931,1,0.0466,0.386,1.66e-05,0.319,0.256,121.969,1,5TkQbhQm9BXONk2agDo4w9,2009-08-11,2009
如果沒有你,Karen Mok,cantopop,0.507,0.281,11,-11.657,1,0.0307,0.758,0.0,0.211,0.264,125.893,1,5D8cWy8SnZTcOzBx9gSGEl,2015-12-31,2015
"從未說起 - 劇集 ""跳躍生命線"" 片尾曲",HANA,cantopop,0.617,0.367,6,-10.419,0,0.0334,0.583,0.0,0.288,0.346,137.946,1,2UBl64V8FMcOwRzl5B9vAu,2018-10-05,2018
我的波利海妮婭,Kay Tse,cantopop,0.682,0.682,6,-6.761,0,0.037,0.316,0.0,0.132,0.435,113.912,1,0QA9PirPFXoXDY4BAPZPib,2022-10-07,2022
無處不在,Ekin Cheng,cantopop,0.645,0.684,0,-6.95,1,0.0291,0.435,0.0,0.0689,0.328,128.994,1,2xzrwtnHmDyezhpjl9IQia,2008-09-25,2008
給十年後的我,Fiona Sit,cantopop,0.564,0.136,5,-16.534,1,0.0387,0.961,0.00235,0.111,0.388,119.856,1,4aENtAcY9rEcbyQrHhPHzc,2006-08-11,2006
奇人的離職 - Live,my little airport,cantopop,0.487,0.599,9,-11.224,1,0.0327,0.0183,0.354,0.913,0.171,134.237,1,5MIUMXms2WZmZ1Bl9Xvlki,2022-03-28,2022
悲傷的採購 - Live,my little airport,cantopop,0.359,0.551,2,-9.152,1,0.0568,0.137,4.63e-06,0.705,0.278,119.674,1,5GXVv9R0Dr6SISbmrcQSwR,2022-03-28,2022
薄情歌,C AllStar,cantopop,0.64,0.583,6,-7.404,1,0.0288,0.305,0.0,0.211,0.499,127.998,1,1qW5H7li77nVfoAoXW0rGj,2014-05-22,2014
"大無畏 - 劇集 ""大帥哥"" 主題曲",Dicky Cheung,cantopop,0.644,0.903,9,-7.516,0,0.154,0.505,0.0,0.0291,0.8,178.103,1,4n8V86KJjcmIla9RHm19Eh,2018-12-03,2018
慢慢喜歡你 - Live at EasON AIR,Eason Chan,cantopop,0.568,0.321,10,-12.932,1,0.0365,0.846,2.41e-06,0.0851,0.302,130.151,1,2TCxRKDLjTJpi3OJOnr9VF,2022-09-12,2022
我的歌,Ekin Cheng,cantopop,0.661,0.352,4,-7.785,1,0.0355,0.872,0.0,0.104,0.265,75.196,1,0PxzcVLqNpm8QwW3NUpRkw,1996-07-13,1996
別舔傷口,Leon Lai,cantopop,0.494,0.387,0,-6.971,1,0.0324,0.733,5.54e-05,0.119,0.367,173.9,1,5IcWfx7ByQbvyizEEJlPB9,2004-09-11,2004
感激我遇見 - 劇場版,Ekin Cheng,cantopop,0.546,0.522,7,-7.338,1,0.031,0.662,0.0,0.193,0.458,73.068,1,5o9Knv17oa5O0Ddosy4Tn4,1994-04-22,1994
"光陰飛逝時 - 劇集 ""異搜店"" 主題曲",Jinny Ng,cantopop,0.615,0.405,3,-9.116,0,0.0324,0.789,0.0,0.086,0.223,132.021,1,0oZLljUgDIxi3SvR2X9jAG,2021-12-20,2021
下一位前度 in Ab major,Terence Lam,cantopop,0.591,0.392,8,-9.737,1,0.0283,0.637,0.0,0.143,0.354,117.85,1,2KogAeAixsmxIzDmMHKhjY,2020-10-01,2020
邊一個發明了ENCORE,Terence Lam,cantopop,0.417,0.455,0,-10.075,1,0.0286,0.789,7.96e-05,0.189,0.51,142.128,1,2MBaZXaQ7VKmDTr7cPPHP4,2022-08-12,2022
Love Song,Khalil Fong,cantopop,0.627,0.408,5,-9.87,1,0.052,0.626,0.0,0.315,0.337,114.744,1,2XEtdVgbgltXfzVQppAkbi,2008-01-11,2008
十七歲,Andy Lau,cantopop,0.637,0.41,5,-7.286,1,0.0296,0.631,0.0,0.111,0.383,80.014,1,7bUSctvSgznxwWt0Spag0o,2002,2002
愛人有新歡,my little airport,cantopop,0.584,0.534,5,-9.201,1,0.0424,0.421,0.438,0.0869,0.511,119.949,1,73p1IvAtkzi7yNYrsRC05G,2016-09-30,2016
在錯誤的宇宙尋找愛,陳健安,cantopop,0.509,0.501,6,-8.547,1,0.0382,0.615,5.92e-06,0.0991,0.248,139.825,1,22jikE8F9Ijg5B7dtLHjU0,2019-06-10,2019
