rdsg_name,rdsg_artist,rdsg_spotify_id,rdsg_release_date,rdsg_genres,genre_chosic,is_pop,Audio Feature,Length,Tempo,Loudness,Key,Camelot,Explicit,Popularity,Happiness,Danceability,Energy,Acousticness,Instrumentalness,Liveness,Speechiness
Birds of a Feather,Billie Eilish,6dOtVTDdiauQNBQEDOtlAB,2024-05-17,[],pop,TRUE,"Length: 3:30  Tempo: 105 bpm  Loudness: -10 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 100/100

Happiness: 44/100

Danceability: 75/100

Energy: 51/100

Acousticness: 20/100

Instrumentalness: 6/100

Liveness: 12/100

Speechiness: 4/100",3:30,105,-10,D Major,10B,Yes,100,44,75,51,20,6,12,4
Please Please Please,Sabrina Carpenter,2tHwzyyOLoWSFqYNjeVMzj,2024-08-23,[],"pop, r&b",TRUE,"Length: 3:06  Tempo: 107 bpm  Loudness: -6 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 88/100

Happiness: 62/100

Danceability: 68/100

Energy: 59/100

Acousticness: 26/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 5/100",3:06,107,-6,A Major,11B,Yes,88,62,68,59,26,0,10,5
Agora Hills,Doja Cat,7dJYggqjKo71KI9sLzqCs8,2023-09-22,[],"pop, hiphop, r&b",TRUE,"Length: 4:25  Tempo: 123 bpm  Loudness: -6 db 
Key: G#/A♭ Minor Camelot: 1A Explicit: Yes
Popularity: 79/100

Happiness: 39/100

Danceability: 75/100

Energy: 67/100

Acousticness: 23/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 10/100",4:25,123,-6,G#/A♭ Minor,1A,Yes,79,39,75,67,23,0,12,10
"Good Luck, Babe!",Chappell Roan,0WbMK4wrZ1wFSty9F7FCgu,2024-04-05,[],pop,TRUE,"Length: 3:38  Tempo: 117 bpm  Loudness: -6 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 94/100

Happiness: 79/100

Danceability: 70/100

Energy: 58/100

Acousticness: 5/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 4/100",3:38,117,-6,B Minor,10A,Yes,94,79,70,58,5,0,9,4
Saturn,SZA,040I32EKLxQrkuxQu1pqvT,2024-12-20,['r&b'],"pop, r&b, rap, hiphop",TRUE,"Length: 3:06  Tempo: 89 bpm  Loudness: -8 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 86/100

Happiness: 33/100

Danceability: 56/100

Energy: 58/100

Acousticness: 64/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 3/100",3:06,89,-8,C♯/D♭ Major,3B,Yes,86,33,56,58,64,0,10,3
Fortnight,Taylor Swift,2OzhQlSqBEmt7hmkYxfT6m,2024-04-18,[],"pop, rap",TRUE,"Length: 3:48  Tempo: 192 bpm  Loudness: -11 db 
Key: B Major Camelot: 1B Explicit: Yes
Popularity: 85/100

Happiness: 28/100

Danceability: 50/100

Energy: 39/100

Acousticness: 50/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 3/100",3:48,192,-11,B Major,1B,Yes,85,28,50,39,50,0,10,3
Water,Tyla,5aIVCx5tnk0ntmdiinnYvw,2023-07-28,['afrobeats'],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
We Can't Be Friends (Wait for Your Love),Ariana Grande,51ZQ1vr10ffzbwIjDCwqm4,2024-03-08,['pop'],pop,TRUE,"Length: 3:48  Tempo: 116 bpm  Loudness: -8 db 
Key: F Major Camelot: 7B Explicit: Yes
Popularity: 82/100

Happiness: 30/100

Danceability: 65/100

Energy: 65/100

Acousticness: 6/100

Instrumentalness: 0/100

Liveness: 7/100

Speechiness: 4/100",3:48,116,-8,F Major,7B,Yes,82,30,65,65,6,0,7,4
Austin,Dasha,2uqYupMHANxnwgeiXTZXzd,2024-02-16,[],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pink Skies,Zach Bryan,4ZJ4vzLQekI0WntDbanNC7,2024-05-24,"['country', 'red dirt']",country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Texas Hold 'Em,Beyoncé,0Z7nGFVCLfixWctgePsRk9,2024-02-11,[],"r&b, pop",TRUE,"Length: 3:53  Tempo: 110 bpm  Loudness: -7 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 79/100

Happiness: 38/100

Danceability: 73/100

Energy: 71/100

Acousticness: 58/100

Instrumentalness: 0/100

Liveness: 16/100

Speechiness: 8/100",3:53,110,-7,D Major,10B,Yes,79,38,73,71,58,0,16,8
Is It Over Now?,Taylor Swift,1Iq8oo9XkmmvCQiGOfORiz,2023-10-26,[],pop,TRUE,"Length: 3:49  Tempo: 100 bpm  Loudness: -7 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 77/100

Happiness: 18/100

Danceability: 60/100

Energy: 66/100

Acousticness: 5/100

Instrumentalness: 0/100

Liveness: 13/100

Speechiness: 4/100",3:49,100,-7,C Major,8B,Yes,77,18,60,66,5,0,13,4
Miles on It,Marshmello & Kane Brown,4pkb8SbRGeHAvdb87v9rpf,2024-05-03,['edm'],"pop, country",TRUE,"Length: 2:48  Tempo: 130 bpm  Loudness: -5 db 
Key: F Major Camelot: 7B Explicit: Yes
Popularity: 85/100

Happiness: 79/100

Danceability: 63/100

Energy: 76/100

Acousticness: 1/100

Instrumentalness: 0/100

Liveness: 55/100

Speechiness: 5/100",2:48,130,-5,F Major,7B,Yes,85,79,63,76,1,0,55,5
I Can Do It with a Broken Heart,Taylor Swift,4q5YezDOIPcoLr8R81x9qy,2024-04-18,[],pop,TRUE,"Length: 3:38  Tempo: 130 bpm  Loudness: -8 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 81/100

Happiness: 22/100

Danceability: 70/100

Energy: 75/100

Acousticness: 12/100

Instrumentalness: 0/100

Liveness: 15/100

Speechiness: 5/100",3:38,130,-8,C Major,8B,Yes,81,22,70,75,12,0,15,5
Wild Ones,Jessie Murph & Jelly Roll,0kE09o4Jdeu7vqjmkV1YJP,2024-09-06,[],"pop, country, hiphop, rap",TRUE,"Length: 2:22  Tempo: 136 bpm  Loudness: -4 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 73/100

Happiness: 29/100

Danceability: 65/100

Energy: 69/100

Acousticness: 9/100

Instrumentalness: 0/100

Liveness: 17/100

Speechiness: 4/100",2:22,136,-4,C Major,8B,Yes,73,29,65,69,9,0,17,4
Ain't No Love in Oklahoma,Luke Combs,6GG4yyk3UATdBfTHVgI8PB,2024-05-16,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Carnival,¥$ & Kanye West & Ty Dolla Sign,2McT2fkH0VDqPsbiB9HWPq,2024-02-09,[],"hiphop, r&b, pop, rap",TRUE,"Length: 4:24  Tempo: 148 bpm  Loudness: -6 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 83/100

Happiness: 30/100

Danceability: 60/100

Energy: 82/100

Acousticness: 20/100

Instrumentalness: 0/100

Liveness: 34/100

Speechiness: 14/100",4:24,148,-6,C♯/D♭ Major,3B,Yes,83,30,60,82,20,0,34,14
Houdini,Eminem,2HYFX63wP3otVIvopRS99Z,2024-05-31,"['rap', 'hip hop']","rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Wanna Be,GloRilla & Megan Thee Stallion,7mOC6phfrfz3jfigg1aGsE,2024-04-05,[],"hiphop, rap, r&b, pop",TRUE,"Length: 2:36  Tempo: 135 bpm  Loudness: -5 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 67/100

Happiness: 41/100

Danceability: 92/100

Energy: 63/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 15/100

Speechiness: 38/100",2:36,135,-5,C♯/D♭ Major,3B,Yes,67,41,92,63,2,0,15,38
Slow It Down,Benson Boone,51eSHglvG1RJXtL3qI5trr,2024-04-05,[],pop,TRUE,"Length: 2:41  Tempo: 181 bpm  Loudness: -5 db 
Key: G#/A♭ Major Camelot: 4B Explicit: Yes
Popularity: 89/100

Happiness: 54/100

Danceability: 43/100

Energy: 58/100

Acousticness: 17/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 7/100",2:41,181,-5,G#/A♭ Major,4B,Yes,89,54,43,58,17,0,9,7
Redrum,21 Savage,52eIcoLUM25zbQupAZYoFh,2024-01-12,[],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Houdini,Dua Lipa,6D8y7Bck8h11byRY88Pt2z,2024-05-03,['pop'],pop,TRUE,"Length: 3:05  Tempo: 117 bpm  Loudness: -5 db 
Key: A Minor Camelot: 8A Explicit: Yes
Popularity: 85/100

Happiness: 87/100

Danceability: 74/100

Energy: 79/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 6/100",3:05,117,-5,A Minor,8A,Yes,85,87,74,79,0,0,9,6
Yeah Glo!,GloRilla,5A8xI7PN4WDe9e61xEdt94,2024-04-05,[],hiphop,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Rich Baby Daddy,Drake,1yeB8MUNeLo9Ek1UEpsyz6,2023-10-06,['rap'],"rap, r&b, pop, hiphop",TRUE,"Length: 5:19  Tempo: 146 bpm  Loudness: -5 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 81/100

Happiness: 14/100

Danceability: 65/100

Energy: 73/100

Acousticness: 4/100

Instrumentalness: 0/100

Liveness: 38/100

Speechiness: 5/100",5:19,146,-5,D Major,10B,Yes,81,14,65,73,4,0,38,5
Lunch,Billie Eilish,629DixmZGHc7ILtEntuiWE,2024-05-17,[],pop,TRUE,"Length: 2:59  Tempo: 125 bpm  Loudness: -8 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 87/100

Happiness: 95/100

Danceability: 89/100

Energy: 40/100

Acousticness: 5/100

Instrumentalness: 8/100

Liveness: 6/100

Speechiness: 6/100",2:59,125,-8,B Minor,10A,Yes,87,95,89,40,5,8,6,6
Never Lose Me,Flo Milli,2x2olWuWXpqjoeE4bO1NFS,2024-03-15,[],rap,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lies Lies Lies,Morgan Wallen,1KL0yUBT1U2PfVUWIhWL7l,2025-05-16,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Type Shit,Future & Metro Boomin & Travis Scott & Playboi Carti,28drn6tQo95MRvO0jQEo5C,2024-03-22,['rap'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gata Only,FloyyMenor & Cris MJ,6XjDF6nds4DE2BBbagZol6,2024-02-02,['reggaeton chileno'],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Hot to Go!,Chappell Roan,3j6CeoBBlm40Msn1JE1SPD,2023-09-21,[],pop,TRUE,"Length: 3:04  Tempo: 140 bpm  Loudness: -5 db 
Key: F#/G♭ Major Camelot: 2B Explicit: Yes
Popularity: 82/100

Happiness: 96/100

Danceability: 74/100

Energy: 76/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 27/100

Speechiness: 4/100",3:04,140,-5,F#/G♭ Major,2B,Yes,82,96,74,76,2,0,27,4
Get It Sexyy,Sexyy Red,6UmKnXmG7VmYqFnmSPOfRj,2024-05-24,[],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Made for Me,Muni Long,0WIv5qV41y6YjjB9V1biuC,2023-09-15,[],r&b,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Whatever She Wants,Bryson Tiller,57wp7VFnV8X0pSVnYArGeJ,2024-02-13,['r&b'],"rap, r&b, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pretty Little Poison,Warren Zeiders,0MIp9iBm1V41ERxkZnmSUG,2023-08-10,['country'],"country, pop",TRUE,"Length: 3:38  Tempo: 112 bpm  Loudness: -4 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 80/100

Happiness: 22/100

Danceability: 49/100

Energy: 57/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 15/100

Speechiness: 3/100",3:38,112,-4,C♯/D♭ Major,3B,Yes,80,22,49,57,2,0,15,3
First Person Shooter,Drake,7aqfrAY2p9BUSiupwk3svU,2023-10-06,['rap'],"rap, hiphop, pop",TRUE,"Length: 4:07  Tempo: 164 bpm  Loudness: -8 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 76/100

Happiness: 25/100

Danceability: 47/100

Energy: 64/100

Acousticness: 3/100

Instrumentalness: 0/100

Liveness: 38/100

Speechiness: 32/100",4:07,164,-8,D Major,10B,Yes,76,25,47,64,3,0,38,32
Die with a Smile,Lady Gaga & Bruno Mars,2plbrEY59IikOBgBGLjaoe,2024-08-16,"['art pop', 'pop']",pop,TRUE,"Length: 4:11  Tempo: 158 bpm  Loudness: -8 db 
Key: F#/G♭ Minor Camelot: 11A Explicit: Yes
Popularity: 98/100

Happiness: 54/100

Danceability: 52/100

Energy: 59/100

Acousticness: 31/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 3/100",4:11,158,-8,F#/G♭ Minor,11A,Yes,98,54,52,59,31,0,12,3
I Like the Way You Kiss Me,Artemas,2GxrNKugF82CnoRFbQfzPf,2024-03-19,[],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Save Me,Jelly Roll,4HMUrFl8y6rQCzEbaGEkcj,2024-07-12,"['rap', 'hip hop']","hiphop, rap, country",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Euphoria,Kendrick Lamar,77DRzu7ERs0TX3roZcre7Q,2024-04-30,"['hip hop', 'west coast hip hop']","rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Truck Bed,Hardy,6CThut6kPrjot0pTJOTEer,2023-01-20,"['country', 'country rock']","country, pop, rock",TRUE,"Length: 2:47  Tempo: 132 bpm  Loudness: -5 db 
Key: C Major Camelot: 8B Explicit: Yes
Popularity: 79/100

Happiness: 77/100

Danceability: 66/100

Energy: 77/100

Acousticness: 9/100

Instrumentalness: 0/100

Liveness: 35/100

Speechiness: 4/100",2:47,132,-5,C Major,8B,Yes,79,77,66,77,9,0,35,4
Where the Wild Things Are,Luke Combs,0eBFgRxyVSeuT4iyrbukdn,2023-03-24,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Everybody,Nicki Minaj,5ZJGv7aGdIr9IGpxzSG18T,2023-12-08,[],"rap, hiphop, pop",TRUE,"Length: 3:00  Tempo: 138 bpm  Loudness: -6 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 69/100

Happiness: 39/100

Danceability: 74/100

Energy: 77/100

Acousticness: 3/100

Instrumentalness: 0/100

Liveness: 23/100

Speechiness: 26/100",3:00,138,-6,B Minor,10A,Yes,69,39,74,77,3,0,23,26
La Diabla,Xavi,1MGm3zOE0Ql0WWcU5ZvjOx,2024-10-11,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'música mexicana', 'banda']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Stargazing,Myles Smith,3Vr3zh0r7ALn8VLqCiRR10,2024-05-10,[],pop,TRUE,"Length: 2:52  Tempo: 124 bpm  Loudness: -6 db 
Key: C♯/D♭ Minor Camelot: 12A Explicit: Yes
Popularity: 91/100

Happiness: 33/100

Danceability: 64/100

Energy: 60/100

Acousticness: 25/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 3/100",2:52,124,-6,C♯/D♭ Minor,12A,Yes,91,33,64,60,25,0,11,3
I Am Not Okay,Jelly Roll,3SaS0Va6o6jYkWvadT86C6,2024-10-10,"['country hip hop', 'country']","hiphop, country, rap",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Pour Me a Drink,Post Malone,0mNzElhEofvgMWAJoOA4q9,2024-08-15,[],"rap, pop, country",TRUE,"Length: 3:15  Tempo: 119 bpm  Loudness: -4 db 
Key: B Major Camelot: 1B Explicit: Yes
Popularity: 72/100

Happiness: 86/100

Danceability: 58/100

Energy: 90/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 31/100

Speechiness: 3/100",3:15,119,-4,B Major,1B,Yes,72,86,58,90,0,0,31,3
White Horse,Chris Stapleton,1DgtQlVNotingln271ZKCx,2023-11-10,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Lil Boo Thang,Paul Russell,0cVyQfDyRnMJ0V3rjjdlU3,2023-08-18,[],r&b,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Good Good,Usher & Summer Walker & 21 Savage,0J1YRLYhTG1MBosjidD7OI,2023-08-04,['r&b'],"rap, r&b, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Act II: Date @ 8,4Batz & Drake,3QS9ZCtoSCJhmaJ7QNXSAS,2024-03-08,[],others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
High Road,Koe Wetzel,73KAidtqbDftZjy8AD0H04,2024-06-07,"['red dirt', 'texas country', 'country', 'country rock']","country, pop, rock",TRUE,"Length: 2:58  Tempo: 138 bpm  Loudness: -6 db 
Key: F#/G♭ Major Camelot: 2B Explicit: Yes
Popularity: 83/100

Happiness: 53/100

Danceability: 62/100

Energy: 73/100

Acousticness: 5/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 3/100",2:58,138,-6,F#/G♭ Major,2B,Yes,83,53,62,73,5,0,9,3
Monaco,Bad Bunny,4MjDJD8cW7iVeWInc2Bdyj,2023-10-13,"['reggaeton', 'trap latino', 'urbano latino', 'latin']",others,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
IDGAF,Drake,2YSzYUF3jWqb9YP9VXmpjE,2023-10-06,['rap'],"rap, pop, hiphop",TRUE,"Length: 4:20  Tempo: 137 bpm  Loudness: -8 db 
Key: G#/A♭ Major Camelot: 4B Explicit: Yes
Popularity: 78/100

Happiness: 14/100

Danceability: 66/100

Energy: 67/100

Acousticness: 5/100

Instrumentalness: 0/100

Liveness: 21/100

Speechiness: 27/100",4:20,137,-8,G#/A♭ Major,4B,Yes,78,14,66,67,5,0,21,27
Burn It Down,Parker McCollum,09hVlIVHtEE1nLUv6YGZiW,2023-05-12,"['texas country', 'red dirt', 'country']","country, pop",TRUE,"Length: 3:53  Tempo: 162 bpm  Loudness: -6 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 69/100

Happiness: 33/100

Danceability: 46/100

Energy: 72/100

Acousticness: 14/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 7/100",3:53,162,-6,D Major,10B,Yes,69,33,46,72,14,0,10,7
Taste,Sabrina Carpenter,5G2f63n7IPVPPjfNIGih7Q,2024-08-23,[],pop,TRUE,"Length: 2:37  Tempo: 113 bpm  Loudness: -4 db 
Key: D#/E♭ Major Camelot: 5B Explicit: Yes
Popularity: 92/100

Happiness: 72/100

Danceability: 67/100

Energy: 91/100

Acousticness: 10/100

Instrumentalness: 0/100

Liveness: 30/100

Speechiness: 6/100",2:37,113,-4,D#/E♭ Major,5B,Yes,92,72,67,91,10,0,30,6
Where It Ends,Bailey Zimmerman,0wXThIDxO3YRJCpPgnmbkw,2023-01-11,['country'],"country, pop",TRUE,"Length: 2:59  Tempo: 170 bpm  Loudness: -5 db 
Key: A Major Camelot: 11B Explicit: Yes
Popularity: 76/100

Happiness: 65/100

Danceability: 43/100

Energy: 84/100

Acousticness: 26/100

Instrumentalness: 0/100

Liveness: 9/100

Speechiness: 4/100",2:59,170,-5,A Major,11B,Yes,76,65,43,84,26,0,9,4
FTCU,Nicki Minaj,1a73gcEg6h6Re6hHXoVltJ,2023-12-08,[],"rap, hiphop, pop",TRUE,"Length: 2:52  Tempo: 145 bpm  Loudness: -7 db 
Key: B Major Camelot: 1B Explicit: Yes
Popularity: 73/100

Happiness: 24/100

Danceability: 93/100

Energy: 46/100

Acousticness: 2/100

Instrumentalness: 0/100

Liveness: 12/100

Speechiness: 19/100",2:52,145,-7,B Major,1B,Yes,73,24,93,46,2,0,12,19
Wildflower,Billie Eilish,3QaPy1KgI7nu9FJEQUgn6h,2024-05-17,[],pop,TRUE,"Length: 4:21  Tempo: 148 bpm  Loudness: -12 db 
Key: F#/G♭ Minor Camelot: 11A Explicit: Yes
Popularity: 96/100

Happiness: 13/100

Danceability: 47/100

Energy: 25/100

Acousticness: 61/100

Instrumentalness: 0/100

Liveness: 17/100

Speechiness: 4/100",4:21,148,-12,F#/G♭ Minor,11A,Yes,96,13,47,25,61,0,17,4
World on Fire,Nate Smith,5ya0TmUQw2wHMkq36rPsnd,2023-04-28,['country'],"country, pop",TRUE,"Length: 3:09  Tempo: 96 bpm  Loudness: -5 db 
Key: B Minor Camelot: 10A Explicit: Yes
Popularity: 79/100

Happiness: 41/100

Danceability: 46/100

Energy: 89/100

Acousticness: 0/100

Instrumentalness: 0/100

Liveness: 10/100

Speechiness: 4/100",3:09,96,-5,B Minor,10A,Yes,79,41,46,89,0,0,10,4
On My Mama,Victoria Monét,1o8Z7GD1CeOaVBEyuzu4HO,2023-06-16,['alternative r&b'],r&b,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Yes, And?",Ariana Grande,5D34wRmbFS29AjtTOP2QJe,2024-03-08,['pop'],pop,TRUE,"Length: 3:34  Tempo: 119 bpm  Loudness: -7 db 
Key: C♯/D♭ Major Camelot: 3B Explicit: Yes
Popularity: 75/100

Happiness: 79/100

Danceability: 79/100

Energy: 78/100

Acousticness: 19/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 5/100",3:34,119,-7,C♯/D♭ Major,3B,Yes,75,79,79,78,19,0,11,5
Exes,Tate McRae,4E63weMCaNZuGPEFMnuEi8,2023-12-08,[],pop,TRUE,"Length: 2:39  Tempo: 137 bpm  Loudness: -7 db 
Key: F Minor Camelot: 4A Explicit: Yes
Popularity: 56/100

Happiness: 63/100

Danceability: 82/100

Energy: 59/100

Acousticness: 17/100

Instrumentalness: 0/100

Liveness: 14/100

Speechiness: 6/100",2:39,137,-7,F Minor,4A,Yes,56,63,82,59,17,0,14,6
Wind Up Missin' You,Tucker Wetmore,3EO58D1YpHnTvBy68gK8HE,2024-10-04,['country'],country,FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Bulletproof,Nate Smith,3Hns0fETEXY84fGjboAbT7,2024-05-16,['country'],"country, pop",TRUE,"Length: 3:03  Tempo: 80 bpm  Loudness: -5 db 
Key: G Major Camelot: 9B Explicit: Yes
Popularity: 74/100

Happiness: 52/100

Danceability: 44/100

Energy: 73/100

Acousticness: 4/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 4/100",3:03,80,-5,G Major,9B,Yes,74,52,44,73,4,0,11,4
Fe!n,Travis Scott,42VsgItocQwOQC3XWZ8JNA,2023-07-28,['rap'],"rap, hiphop",FALSE,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
The Painter,Cody Johnson,6UoKX6uLJwhsnyTp5k5StP,2023-08-11,"['texas country', 'country', 'red dirt']","country, pop",TRUE,"Length: 3:31  Tempo: 98 bpm  Loudness: -6 db 
Key: D Major Camelot: 10B Explicit: Yes
Popularity: 70/100

Happiness: 26/100

Danceability: 51/100

Energy: 71/100

Acousticness: 4/100

Instrumentalness: 0/100

Liveness: 11/100

Speechiness: 3/100",3:31,98,-6,D Major,10B,Yes,70,26,51,71,4,0,11,3
