name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,is_pop,length (total sec),tempo,loudness,scale,key (num),camelot,af_hap,af_dan,af_enr,af_aco,af_ins,af_liv,af_spe
the answer,jeremy camp,3oQdYW98bDqwzdlIqDeHvh,2017,9999,0,1,188,81,-6,Major,8,4B,51,54,61,35,0,14,2
beyond the wall - the prototypes remix,sigma,0PokzZoBhHXzjU37gTnano,2017,9999,0,1,261,175,-3,Major,1,3B,33,60,90,0,39,33,8
king 007,guided by voices,2RgSGMu81BBwmQvO8mwr5Y,2017,9999,0,1,171,144,-6,Minor,4,9A,48,37,68,50,12,39,6
忽爾今夏,anthony wong,04AiEFRyQVGBdmpvOml8bj,2017,9999,0,1,261,78,-12,Minor,4,9A,37,54,45,31,0,32,6
loonatic,looπδ / odd eye circle,2FwFu6y1aXPWXWcD9RxA6v,2017,9999,0,1,180,150,-4,Major,5,7B,76,49,89,0,0,10,10
how have you been,woodz,7CRfSoYJMFumRQQN6xmG0C,2016,9999,0,1,196,150,-5,Major,8,4B,71,66,65,5,0,9,6
sleepy shores,andré rieu,0xTftvPHQLMz0xqlVk0wss,2016,9999,0,1,237,141,-14,Major,7,9B,5,17,26,89,84,12,3
mama,yemi alade,6dxchOaT3PIKnAUezku8OW,2016,9999,0,1,202,90,-1,Major,6,2B,88,65,86,39,0,21,9
circle song,jewel,5qrucARZLKebkThlrGFqWd,2016,9999,0,1,227,127,-17,Major,2,10B,38,46,13,90,0,7,3
wrong crowd,tom odell,4mbVBOnlDb9pNl997oyyXR,2016,9999,0,1,266,118,-7,Minor,11,10A,46,74,75,37,20,11,5
room for 2,dua lipa,4U1TYTYFoFXfhTEGwLlTH1,2016,9999,0,1,208,76,-6,Major,9,11B,38,54,49,40,0,13,4
cookin,fat joe,4wbDmCSjmcgqzFOYkm1t07,2016,9999,0,1,225,83,-4,Major,1,3B,55,68,83,4,0,12,10
more time,madeleine peyroux,2TaG40zx86SHIPLxvbXbdM,2016,9999,0,1,202,118,-18,Minor,11,10A,40,65,16,92,0,13,38
timidiwa (friendship),bombino,0WEGr4MdBHHeeRL9WFIR4s,2016,9999,0,1,261,173,-6,Major,9,11B,61,20,89,0,0,13,10
good for me - m-22 & sonic matta edit,m-22,3BNBqwlztbE966U5BDkAlr,2016,9999,0,1,177,124,-2,Major,2,10B,63,73,92,1,0,5,8
sellers of flowers,regina spektor,6q3uxfchk363PhWWVOOQRJ,2016,9999,0,1,240,83,-9,Major,2,10B,13,33,28,95,0,10,4
reflecting lights,the field,4r2BUlRd4DRJ9Kcw4ozsoq,2016,9999,0,1,845,80,-16,Minor,6,11A,19,43,50,6,66,12,4
while he's still around,florida georgia line,1Q9ePyZ6uZEU6Mmiux9KiE,2016,9999,0,1,174,146,-6,Major,8,4B,74,63,52,82,0,14,3
six n'da morning,daz dillinger,1WnVkKzkch6ehaVCEmSN2K,2016,9999,0,1,189,91,-16,Major,1,3B,70,75,46,1,0,31,38
poster boys for bad luck,settle your scores,20YIpRJOMJ3fxxfD5Bl3Yo,2016,9999,0,1,183,105,-4,Major,1,3B,37,41,95,0,0,37,16
heartbeat city - 2016 remaster,the cars,54FEeILJcjmZx9vwyNIFBe,2016,9999,0,1,267,143,-9,Minor,9,8A,87,65,76,22,21,7,3
plane,moi je,3Hfn2PE5TG0a3tYGPUVMsH,2016,9999,0,1,183,116,-6,Major,9,11B,81,82,67,21,12,10,4
foreign lovers,ra ra riot,2KKWCSgtcOUcqWi4ClkR45,2016,9999,0,1,130,168,-4,Major,2,10B,61,61,88,1,0,35,15
promise (i'll be),2pm,3CkAvpdvSbHTX7DrdFhOno,2016,9999,0,1,208,160,-2,Minor,1,12A,51,57,95,11,0,10,7
dream team,niykee heaton,2EKROPvHzQLvR7PTykU0r7,2016,9999,0,1,235,102,-6,Major,4,12B,22,78,38,44,0,12,10
活色生香 - 電影《鬼馬智多星》主題曲,george lam,6RsvaGbIGSL75Kw3svcyiM,2016,9999,0,1,168,124,-12,Major,0,8B,42,62,34,47,0,23,5
runnin' - extended mix,low steppa,6kbjE5rPXMVazKsHffIDsM,2016,9999,0,1,215,123,-5,Major,0,8B,70,62,95,0,4,6,5
groovin',flamingosis,3rc3BWLhFGj5ewNLJaOUAQ,2016,9999,0,1,213,118,-3,Major,11,1B,75,71,89,0,40,12,6
vacant home,movements,5E0DnCREPWkoh5HQvA7uDy,2016,9999,0,1,218,135,-7,Major,0,8B,19,56,72,0,3,9,4
about me,baynk,5zSYqb7jGGfP7EkA6rrS5a,2016,9999,0,1,196,121,-6,Minor,11,10A,46,77,72,12,18,9,8
im gonna be (500 miles),keith mcinally,6ppuJKZbApammu3jIOVJmB,2016,9999,0,1,233,83,-12,Major,9,11B,38,42,26,95,0,11,3
still falling for you - jonas blue remix,ellie goulding,1KqquoEp6nWY1s46lwFoTF,2016,9999,0,1,188,122,-8,Major,1,3B,50,54,75,33,0,31,5
make you feel good,fetty wap,3eDk8vNTpDnoso8D2qmYFi,2016,9999,0,1,141,158,-6,Minor,3,2A,74,66,63,60,0,68,33
ibile,lil kesh,3oL9w2Sp8vl5LmRJjxaRvX,2016,9999,0,1,243,125,-3,Major,10,6B,91,73,92,56,0,11,21
wait foor me - james hype remix,foor,4V6Gnwy63jIdyM9oo1918y,2016,9999,0,1,244,124,-6,Minor,6,11A,36,75,75,0,0,10,6
not a single question?,yung bae,5RNduRzK74TPiIA2mAFRc3,2016,9999,0,1,102,93,-14,Minor,0,5A,38,69,48,62,7,12,25
step on up,ariana grande,3K1y89UHuAEZbpiSPbtAae,2016,9999,0,1,180,111,-4,Minor,5,4A,55,66,88,9,0,27,11
shine a light,banners,2nZco160YsPJdiTPq396aq,2016,9999,0,1,225,130,-5,Major,0,8B,12,53,75,3,0,15,4
sí o no (feat. maluma),anitta,7JfI90Vt06LckEy3yRtERi,2016,9999,0,1,206,99,-5,Major,5,7B,86,79,84,48,0,12,7
balance - joe mason remix,the him,0oeOUA6H4BmR11kIiNmeNd,2016,9999,0,1,232,124,-9,Minor,2,7A,53,71,70,1,0,7,5
let it be,miloš karadaglić,4QZZOasE00xav78Y4pkVsW,2016,9999,0,1,196,78,-11,Major,7,9B,38,39,14,87,0,11,4
remember well,the holydrug couple,4RsUvu83fM8NH6PM4cYvU8,2015,9999,0,1,175,72,-5,Major,9,11B,34,41,79,0,87,29,4
pathu endrathukulla - male version,d. imman,2t729aDAKN9uash7yAEGSY,2015,9999,0,1,251,160,-5,Major,2,10B,71,60,85,1,0,39,6
never gonna love again - re edit,lykke li,7Bc7UAKtddsfIIZ2qvVmS8,2015,9999,0,1,248,146,-4,Major,2,10B,24,33,67,40,0,12,4
citadel,gareth emery,2KuRXBLzhCm6sxQHtWQoat,2015,9999,0,1,230,135,-5,Major,7,9B,33,58,94,2,89,16,4
쫄깃쫄깃,d.holic,1uVUovhWiZQdl7mKL5HlWM,2015,9999,0,1,198,112,-3,Major,6,2B,64,88,88,12,0,36,5
"恐龍進化論 - ""死開啲啦""電影主題曲",eason chan,3II1a1ZHPcKkMo1J6oDR4I,2015,9999,0,1,192,90,-7,Major,5,7B,89,62,72,1,0,14,5
lost,christian löffler,0bFByvHEDRdu11N5O367Do,2015,9999,0,1,473,120,-10,Major,8,4B,19,81,53,9,87,11,7
90s by nature - tv noise radio edit,showtek,4Gko5cX9cUJm1URWqwpBRF,2015,9999,0,1,189,128,-6,Major,10,6B,24,78,76,4,1,34,4
humnava,mithoon,5lLRB1nnTy1p8nFaH1Vdyf,2015,9999,0,1,328,200,-7,Minor,4,9A,28,31,48,78,0,15,4
girls - korean version,girls' generation,1QQPU6OW2RNqJPKdWd90WF,2015,9999,0,1,236,75,-2,Major,9,11B,35,48,65,70,0,11,3
on l'appelait solitaire,amaury vassili,1uBspJS3qQ51yPgfuWqg7P,2015,9999,0,1,200,95,-10,Major,2,10B,33,52,43,50,3,12,3
after life (san holo remix) [feat. stacy barthe],tchami,3ed7TLskmMkKTjZug8An7j,2015,9999,0,1,240,130,-6,Major,8,4B,53,82,53,0,2,14,5
my way - ao vivo,claude françois,46M644Pc3N9r8BXNwYsq2S,2015,9999,0,1,246,84,-7,Minor,4,9A,24,43,48,43,0,76,3
undefeated,kb,23aDfyOz4nmNTt3iyjl6Yc,2015,9999,0,1,254,130,-6,Minor,10,3A,44,50,69,25,0,19,43
push (feat. andrew wyatt),a-trak,0eEa7ypuz6CbpmIoPKiBZ5,2015,9999,0,1,213,126,-3,Major,7,9B,45,64,87,0,0,9,5
spring is gone by chance,loco,5A0ut5JjeNLgGaScBIRyBU,2015,9999,0,1,201,98,-4,Major,7,9B,55,79,75,63,0,21,7
turn the music up,nf,5oLWKwAejXRkOv8bKaTBO7,2015,9999,0,1,199,120,-5,Major,2,10B,37,58,75,0,0,16,4
cousin bechet blues,manu dibango,2s8YuxHJgJbUnb3iqjecFw,2015,9999,0,1,279,137,-9,Major,8,4B,63,54,60,79,75,11,3
natural light - san holo remix,porter robinson,30rPl6UcJOKEInmkkdgyBw,2015,9999,0,1,175,146,-8,Major,1,3B,24,36,60,1,0,9,44
el marinero (feat. la maravillosa orquesta del alcohol),capitán cobarde,10ianFjBPEeVoEIBob7Eie,2015,9999,0,1,217,125,-5,Major,2,10B,58,36,85,22,0,52,5
touch me,avicii,07Wqp9LcTwzdIyuI0twXjx,2015,9999,0,1,186,110,-5,Minor,5,4A,85,71,54,0,2,6,6
st. catherine,ducktails,3LmqlrMYNJ8yO7urljSeFv,2015,9999,0,1,198,112,-7,Major,0,8B,76,52,66,1,20,10,3
where are ü now (with justin bieber) - kaskade remix,jack ü,00hlIlc6Ezzm0KABuxulgW,2015,9999,0,1,306,126,-5,Minor,4,9A,38,73,79,6,0,5,16
café beat,no vacation,2OZCwLJYZJmayQrPH1PRqN,2015,9999,0,1,68,84,-13,Major,10,6B,24,28,21,97,92,33,4
dos tequilas,taburete,0ai2Wcukjz2dRVONmpb2Y4,2015,9999,0,1,147,127,-6,Major,0,8B,20,71,47,79,0,11,3
an evening i will not forget - acoustic,dermot kennedy,0SyCiolhBfPZNivoisaqGY,2015,9999,0,1,250,60,-17,Minor,9,8A,5,55,16,97,0,16,8
this is home,cavetown,7s8VgA8OjvwBUuigKzEGBx,2015,9999,0,1,226,130,-12,Major,7,9B,21,81,27,56,0,10,4
never say never,three lights down kings,6G9cEKIST8tjtbR7biU4S4,2015,9999,0,1,262,194,-2,Minor,11,10A,29,32,98,0,0,11,37
say hello melancholia,iamx,4jCepi6WWAsTjtQQNoLzQT,2015,9999,0,1,277,70,-11,Minor,10,3A,29,49,53,30,0,35,3
bright lights - steerner radio edit,syn cole,6yDCyU0cz6V41A9hgPLv3n,2014,9999,0,1,251,128,-5,Major,0,8B,35,52,90,7,0,59,4
come un sospiro (almost a whisper),yanni,1TOBz5OqCH6c2BzY7XCQ17,2014,9999,0,1,222,111,-7,Minor,6,11A,8,42,59,86,0,10,3
a saudade é uma estrada longa,michel teló,7uD7TKuFfadTtn1KxD8BoD,2014,9999,0,1,229,133,-7,Major,11,1B,91,58,53,78,0,10,3
auf uns,andreas bourani,6dXt4t5jgySnVTeTpT4C0l,2014,9999,0,1,240,128,-5,Major,2,10B,90,63,89,1,0,7,4
barcelona,katherine jenkins,43AOcls16HaAzTmmwwyjR6,2014,9999,0,1,266,90,-10,Major,0,8B,14,22,38,86,0,28,3
河馬boxing medley,alan tam,3A3CbTlMXKIp8FD9nAdNZS,2014,9999,0,1,1090,120,-9,Major,2,10B,32,55,79,23,0,91,35
enter the place,2baba,6LqsK7gCnFNaLS5UcZCWMF,2014,9999,0,1,261,81,-5,Minor,8,1A,93,50,84,26,0,17,41
the covered up road,bol4,0x436O5QnGWT1Gobmf4Cf3,2014,9999,0,1,262,120,-8,Major,0,8B,9,43,37,55,0,15,3
i can only imagine,veritas,11NyC2smmZsHcGeisuMOFO,2014,9999,0,1,269,149,-12,Major,3,5B,8,25,34,52,0,11,3
closer,slow magic,6EVATaxTsB2RexbqTqtlIO,2014,9999,0,1,366,151,-7,Minor,10,3A,32,54,56,31,0,32,10
neeyenna periya appatakkara?,d. imman,0o2yeKLKVw86InNujVPSKs,2014,9999,0,1,254,80,-4,Major,9,11B,77,71,67,28,0,8,8
ocean of light,nell,5gbwmcVNtld1MizUwPheBn,2014,9999,0,1,300,116,-5,Major,1,3B,57,57,92,0,0,6,4
lovers (w-beat poems),macross 82-99,1UOTh6QpQW72O35sWTnT3O,2014,9999,0,1,169,75,-8,Major,0,8B,15,55,70,65,5,37,3
pot-pourri de pagodes de viola: cada um com seus problemas / pagode na praça / viola pagodeira (ao vivo em campo grande),jads & jadson,17jAUkWWi2UauLQb0EaYA2,2014,9999,0,1,177,106,-9,Major,2,10B,63,61,61,63,0,50,3
lights & thunder - darren styles remix,gareth emery,15c3U51S591f02sULtpxdx,2014,9999,0,1,305,170,-4,Minor,5,4A,57,56,81,0,1,9,8
another life,emerson hart,2dexdSkP27L8uZbLBJaV1t,2014,9999,0,1,240,160,-6,Major,10,6B,54,50,76,0,0,18,3
break your heart right back,ariana grande,0HGcQDbRen8luCnwH53sNl,2014,9999,0,1,253,94,-6,Major,6,2B,59,73,61,1,0,6,6
blow up - single edit,kid francescoli,5asb6nzV2qBi7OUGMwh5oP,2014,9999,0,1,223,105,-8,Major,9,11B,59,67,40,83,66,10,3
como un dolor de muelas,joaquín sabina,26MzX5fsDSSRzxofS0dFNz,2014,9999,0,1,176,134,-9,Minor,2,7A,44,75,47,47,0,14,3
逍遥行,xu wei,4uVw8L4fuDBaCBg6sKKqSD,2014,9999,0,1,246,150,-5,Major,11,1B,78,60,73,0,0,11,4
faded,afrojack,7k271swC1weiuiU0pI8kxw,2014,9999,0,1,188,128,-5,Major,7,9B,64,62,92,1,80,19,4
mashooqana,ash king,4HBAM1tGRxXeARB7yolDWB,2014,9999,0,1,264,108,-6,Minor,11,10A,43,74,79,3,0,3,9
doing it wrong,gorgon city,5ujt7WY7e0vD425TvbpDY2,2014,9999,0,1,182,119,-6,Major,7,9B,10,69,58,2,0,11,5
waiting for nightfall,cyanide pills,6VjYuXbTy2HOmRycpfDXc3,2014,9999,0,1,143,179,-8,Major,7,9B,18,19,98,11,2,67,22
legend,ryan caraveo,6AJIqVmePNddelvpLuQ9nm,2014,9999,0,1,236,130,-6,Minor,8,1A,42,86,57,10,0,14,29
joah - remastered,jay park,32f0F3bMCTsUnorBsr9Jj8,2014,9999,0,1,230,172,-4,Major,11,1B,72,52,90,38,0,12,26
black rose,omar linx,68kT9CnKKGiwYOuVF5FdXn,2014,9999,0,1,281,145,-8,Minor,2,7A,32,51,70,40,0,11,24
you & me (feat. w. darling),bassnectar,21QQ5b9PP7GnWl2GI98kjD,2014,9999,0,1,244,140,-4,Major,7,9B,15,49,74,0,38,32,3
同林,raymond lam,28kR7QbGy6h7oNsTijLvmz,2014,9999,0,1,217,144,-9,Major,4,12B,26,50,50,48,0,11,4
tauba main vyaah karke pachhtaya,pritam,5VXTYeDCETCDv7v1n2Y5Sl,2014,9999,0,1,225,136,-4,Minor,3,2A,91,74,85,29,0,11,18
teri akh nu salamaan hundiyan,gurdas maan,2HcXWHdFFabZzYchnnriGf,2014,9999,0,1,190,88,-7,Minor,8,1A,49,55,81,1,0,10,13
it don't mean a thing (if it ain't got that swing),tony bennett,1GERVZcph8qx09OR7Wo1UV,2014,9999,0,1,143,117,-6,Minor,5,4A,88,54,78,82,2,30,6
yea,ritchrd,7hw1oD9XivjZVe5QWEsM7V,2014,9999,0,1,107,98,-7,Minor,9,8A,63,50,86,0,0,24,35
god only knows,bryan adams,1D7tqgF796F6LUMJt8O2m0,2014,9999,0,1,210,92,-15,Minor,6,11A,24,40,4,98,0,11,4
hold me (feat. pusha t),janine,1UIM7G3jt9aWZBdjXtYM8f,2014,9999,0,1,248,118,-9,Minor,0,5A,21,60,43,50,0,13,5
save the day - extended edit,etostone,3m7sZL68rhdHleSfHmeIlg,2014,9999,0,1,348,128,-4,Major,7,9B,41,73,81,0,3,4,4
lights,sohn,5vNQnnIOLzZ9ISBiO5Emr5,2014,9999,0,1,269,120,-12,Minor,11,10A,20,73,72,85,68,11,10
追風箏的孩子 (hins live in passion 張敬軒演唱會 2014),hins cheung,1iYzeYhJ0GAOVRfQFcsnDf,2014,9999,0,1,287,99,-11,Major,10,6B,37,31,52,35,0,40,3
besos de lejos (feat. gloria estefan) - live,santana,0ll9pTKgtxFPCoroTeGzcn,2014,9999,0,1,368,136,-7,Minor,4,9A,51,61,80,39,0,93,7
總有離開的時候,c allstar,0anXf81WN0HvzNoW5VNEML,2014,9999,0,1,192,99,-10,Major,4,12B,47,48,28,42,0,28,3
"ra ra rowdy, pt. 1",arijit singh,1yNKoBQ64logl4Sug3dVPZ,2014,9999,0,1,206,140,-6,Minor,4,9A,70,66,75,51,0,65,9
wich pardesan - rap version,nusrat fateh ali khan,22WcFg5vG2onfZLPGn4HTM,2012,9999,0,1,276,87,-2,Minor,6,11A,64,53,90,5,0,44,19
gangster,yuvan shankar raja,3d32X1JXSXTH32lyK20SkS,2012,9999,0,1,247,122,-5,Minor,2,7A,30,77,71,0,34,34,3
over the rainbow,susan boyle,5eZUjyYLWreNZjTLHc0fSW,2012,9999,0,1,341,82,-11,Major,8,4B,21,21,32,82,0,14,4
do i see color,adventure club,6U1NDB1DscqQUGSHJnNwLL,2012,9999,0,1,231,140,-4,Minor,8,1A,68,59,96,0,58,37,5
let's get dead,new years day,0f3Y4NX8vePrsZl73bvH8S,2012,9999,0,1,176,163,-6,Major,11,1B,11,34,94,1,0,11,22
agarrada em mim,bruno & marrone,3JQkmtwUTtKXGwapzmKsMC,2012,9999,0,1,249,121,-7,Major,10,6B,49,72,66,40,0,10,3
bayyinah,lionel loueke,5UZPbnJnyBRdJeqEBdn0FC,2012,9999,0,1,564,112,-16,Major,1,3B,23,44,49,11,63,18,4
maleyalli jotheyali,sonu nigam,3VS6vJsJekdEbkAcvUFgOH,2012,9999,0,1,293,105,-10,Major,5,7B,33,59,42,42,84,22,3
on the road to beaconsfield,the hit parade,56TdzYle6YX3ipmpPZcgS8,2012,9999,0,1,211,178,-10,Major,0,8B,79,46,70,1,0,8,6
we'll be coming back (feat. example) - r3hab edc nyc remix,calvin harris,4S85Z33CcHpJZDJYfkRwcu,2012,9999,0,1,369,128,-3,Minor,4,9A,26,58,88,0,0,22,6
freedom,nicki minaj,1CSQgn4dTVadTozLlAqbrV,2012,9999,0,1,287,180,-6,Major,1,3B,34,55,69,8,0,12,27
age,lianne la havas,4XoxZQiUmuL1SsQfrAWbif,2012,9999,0,1,162,112,-7,Major,9,11B,51,81,30,83,0,8,11
孤單的心痛,vivian chow,1FVPnIb5sDvI8IH92pDUUY,2012,9999,0,1,245,120,-11,Major,8,4B,42,72,31,70,0,12,4
now,fireflight,3J8vcYOzZsfG4dOdsnu7E8,2012,9999,0,1,169,175,-3,Major,1,3B,56,42,94,1,2,18,15
everybody supermarket,the sugargliders,4OlvKeNIxEVoGE8MzC5Eut,2012,9999,0,1,134,144,-6,Major,2,10B,82,56,97,40,24,11,3
thunder,rusko,3F9bkKEBUYiMhX22OjGQWM,2012,9999,0,1,230,140,-6,Minor,11,10A,72,56,89,0,34,26,4
if i can't have you (glee cast version),glee cast,1N8cxlVK9qpadSjbiC09kN,2012,9999,0,1,186,110,-4,Minor,9,8A,64,63,90,3,0,31,6
vibe to this,radical something,7LXHbuiVAQd9b4C7g9aYpS,2012,9999,0,1,199,112,-5,Major,0,8B,88,82,75,7,0,10,4
humanoids,tvxq!,6f852O1SMrPKLW597SlUXM,2012,9999,0,1,209,120,-3,Major,1,3B,53,80,89,0,0,13,7
i like bananas,joe brown,1JDsQhnpdptEW0wneYEvd0,2012,9999,0,1,169,108,-6,Major,0,8B,77,74,68,79,0,28,3
já não sei mais nada (yo no se mañana),bruno & marrone,0PWwYfU5Pc6pN3oHcudvG0,2012,9999,0,1,265,95,-6,Major,2,10B,49,64,68,77,0,13,3
untitled (grasses grow),a fine frenzy,3VEJAR3mb4eEj8Q2td1c7p,2012,9999,0,1,445,117,-21,Major,2,10B,8,37,3,97,0,8,4
kanmaniye chelam,krishnaraj,1yx2cfkKlirkKpbBd14glW,2012,9999,0,1,305,139,-9,Minor,4,9A,57,38,46,88,0,50,3
make it through,tyrone wells,1PsE4DShwP49nQX11s2hO2,2012,9999,0,1,208,76,-8,Major,9,11B,43,47,43,34,0,10,4
beer with jesus,thomas rhett,3ddv7vVcha6sZi3o8KD8O6,2012,9999,0,1,253,78,-8,Major,8,4B,29,46,39,11,0,11,3
aventurera (with alex ferreira),natalia lafourcade,27NkLYbfxCu528Ux7C97Gr,2012,9999,0,1,212,98,-9,Major,3,5B,59,78,56,53,0,28,5
death of a rude boy,madness,0l5IOIJoRccFzavBBINpCc,2012,9999,0,1,238,146,-5,Major,2,10B,54,59,80,1,0,5,3
"相信她, 關心她",jacky cheung,73y13NdkFrelscAz11C37P,2012,9999,0,1,275,120,-12,Major,5,7B,34,62,41,56,0,16,3
you're in a bad way,saint etienne,3RSsZgIN8bzV2EpTe9w2JJ,2012,9999,0,1,182,146,-5,Major,11,1B,96,59,80,1,0,10,3
nameless,wiz khalifa,0qtlAy9SmoMUdfaRuaYtde,2012,9999,0,1,203,172,-7,Minor,1,12A,51,56,78,37,0,46,17
"mere bina (from ""crook"")",pritam,3OBZr2flAEtyiEwddGnblr,2012,9999,0,1,289,80,-6,Major,2,10B,50,41,76,65,0,15,6
me muero de amor,coti,0olTxJtip67g32xy2R5aQE,2012,9999,0,1,216,138,-8,Major,2,10B,57,54,81,1,0,19,3
boys / boyfriend (glee cast version),glee cast,7yJAZEFLARs4MSEnCxjpy3,2012,9999,0,1,163,109,-5,Minor,6,11A,95,84,72,12,0,33,8
con amor para el caribe,billo's,4Qp6qu7WrfrgsEisqDGDeP,2012,9999,0,1,194,155,-12,Major,2,10B,93,62,61,51,0,15,6
sonnentanz - original mix,klangkarussell,2VKtqlf9VWoQhnu2q1NoCX,2012,9999,0,1,362,119,-10,Minor,5,4A,17,64,39,34,92,8,15
i'll get by,louise hoffsten,75p51G6qIwNYZ2RcGGDo0r,2012,9999,0,1,212,114,-4,Major,0,8B,41,57,85,0,1,9,4
bubibu,apink,08Az8oHUOLj2TjMSYtWCd5,2012,9999,0,1,219,113,-3,Major,5,7B,49,71,90,27,0,15,6
ladrona de mi piel - en directo,pablo alborán,10DN7Wl0HiXXzrNcgCqNct,2012,9999,0,1,184,124,-5,Minor,1,12A,55,51,68,31,0,69,18
for eternity - killer bassline edit,etostone,4DKJQuqmBRys8jXQQT81ti,2012,9999,0,1,245,128,-7,Minor,8,1A,76,64,77,0,0,18,11
七日鮮,william so,3W1ZiKSyE39jfHck7AV5M2,2012,9999,0,1,212,130,-7,Minor,4,9A,45,61,64,18,0,36,4
lead me,sistar,58RbjvlD0Fcq1dTH3odkOb,2012,9999,0,1,221,98,-3,Minor,6,11A,65,72,77,5,0,14,4
我們的近況,湯寶如,2o2C3J1YCujiqT2pp4NNrU,2012,9999,0,1,258,67,-7,Major,10,6B,7,52,45,65,0,9,3
tree fly jet,guided by voices,1w0tVS68cEHGkLhFx1rILV,2012,9999,0,1,166,149,-4,Minor,11,10A,25,37,67,53,67,11,4
problèmes d'adultes,sexion d'assaut,4IOWZmBVc0GqfuoQcAkirT,2012,9999,0,1,238,105,-7,Major,5,7B,50,80,66,13,0,16,9
out of my mind,grendel,1vTcdrFRTuoZ3HcUPjap2C,2012,9999,0,1,343,142,-4,Major,9,11B,13,49,100,0,0,11,14
crying,il divo,0J0FT65TqoFKaOTShDjdRG,2012,9999,0,1,205,100,-10,Major,1,3B,5,28,27,88,0,10,4
life is always new (feat. mimi perez) - single mix,the disco boys,7LwdrULzl7aMfyhQFysdJD,2012,9999,0,1,202,126,-5,Minor,5,4A,55,53,90,8,0,22,16
a mi me vuelve loco,andy & lucas,2HY4vqa2Xc4KFk3vkKwEBy,2012,9999,0,1,235,94,-4,Major,0,8B,58,57,94,28,0,7,8
come alive,116,7cSgDrUh6ZAv25JgOPlyOB,2012,9999,0,1,237,78,-4,Major,4,12B,81,68,91,18,0,35,26
elbow in your face,blood music,0NdLJ70kPKE2Wpv0EPfrbZ,2012,9999,0,1,289,127,-11,Minor,9,8A,52,60,46,26,26,8,4
keyless door,delerium,3tdBGQgCOyDhZDS0fId7mt,2012,9999,0,1,305,160,-9,Minor,9,8A,23,52,77,16,30,9,4
one last look,trent dabbs,44MNuZmdXo2qzb3A0GqO0P,2012,9999,0,1,297,176,-8,Major,7,9B,12,34,66,13,61,11,4
drive south,toro y moi,3Sd0AiI0NIGawhKZdOL1aq,2012,9999,0,1,218,114,-9,Major,2,10B,76,81,77,62,7,18,6
愛在深秋,alan tam,5gDFpV0AjWiuIwTeCRSuAp,2012,9999,0,1,245,107,-11,Major,5,7B,33,51,38,75,0,10,3
all mine,never shout never,0DHdHHky0DybCiM7tsMtmG,2012,9999,0,1,197,122,-8,Major,0,8B,47,73,69,8,0,10,4
he-man,nil karaibrahimgil,4BNx4NxAdCyaBFQG9ySutd,2012,9999,0,1,211,136,-6,Major,8,4B,62,69,57,23,0,6,5
tu hi mera,pritam,1CVqr5LImdmJ1Upt4z08Pm,2012,9999,0,1,272,90,-5,Major,11,1B,87,62,86,55,0,11,10
amake amar moto,anupam roy,00YwP3wJWiG8IxAA7OS9lo,2012,9999,0,1,319,148,-8,Major,7,9B,19,57,42,77,0,28,4
the brich mulla,tatiana and sergey nikitin,2tg5DcVRVoo2SoDWfOVmeH,2012,9999,0,1,246,145,-19,Minor,1,12A,85,66,10,97,0,10,14
a noble black eye,you blew it!,2zt7BAfxMaQmuDYebTfqtb,2012,9999,0,1,175,176,-4,Major,8,4B,76,45,94,17,0,8,3
ane nahatka,the touré-raichel collective,79at7uReBQ6khfvig3ri9G,2012,9999,0,1,218,95,-11,Minor,6,11A,44,63,51,56,2,15,6
le sens de la vie,tal,0trQzsapWGkRe5flRAeXhH,2012,9999,0,1,208,119,-3,Major,5,7B,53,64,90,11,0,36,4
happy (when you lived here),pale sunday,7zJCTntRRjMMD8zzyMj50o,2012,9999,0,1,170,145,-3,Major,2,10B,69,56,86,21,0,19,3
kehtolaulu,timo rautiainen & trio niskalaukaus,12WkMSNOycoVTNYyLcAjeD,2012,9999,0,1,300,160,-4,Major,9,11B,14,38,76,0,3,27,3
de las dudas infinitas,supersubmarina,2lfwPw1lQ2ITeneLe7xm22,2012,9999,0,1,286,128,-8,Minor,11,10A,6,35,54,3,1,10,3
you and i / you and i,glee cast,5r9YRhSv8rLodAFRjKmBqb,2012,9999,0,1,195,134,-4,Major,9,11B,33,32,84,12,0,9,9
bad girls,blood orange,37WUQa7Mcm3aGQOp2rwEZi,2012,9999,0,1,251,160,-6,Major,0,8B,39,68,67,2,1,4,4
"bitch, don’t kill my vibe - remix",kendrick lamar,7ALEBJ8LOQqXVJ2tqnXtoH,2012,9999,0,1,278,134,-6,Major,1,3B,12,63,79,5,0,23,23
i can hear music - remastered 2012,the beach boys,6O6LQYuuqiYUJGpya4ywiC,2012,9999,0,1,157,128,-9,Major,2,10B,71,52,57,0,0,8,3
fall afresh,bethel music,42TAP4olyZONFmNT48O10D,2012,9999,0,1,264,137,-11,Major,11,1B,19,47,49,82,0,16,3
vampire,dr. dog,0SLyaBCDHVF7QPJMre8NcI,2012,9999,0,1,266,146,-3,Major,11,1B,56,41,92,21,0,72,5
bullet radio,my first story,1Y56IAL1JGA6sWcL3GMO2p,2012,9999,0,1,184,187,-2,Major,9,11B,30,37,97,0,0,21,15
loose lips,the ballroom thieves,0fpIXr7pP8DBc3BGZMNxXq,2012,9999,0,1,195,120,-6,Minor,6,11A,76,73,74,54,0,12,5
